ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film1000],Cure,36095,/nLZ2AJFLtMoAAAD54mbT4exj1Wp.jpg,1997-11-06,111,"Crime,Thriller,Horror,Mystery",ja,"Koji Yakusho,Tsuyoshi Ujiki,Anna Nakagawa,Yukijiro Hotaru,Yoriko Douguchi",Kiyoshi Kurosawa,"Satoshi Kanno,Atsuyuki Shimoda,Tsutomu Tsuchikawa,Tetsuya Ikeda",,,Kan Suzuki,Tokushô Kikumura,Gary Ashiya,,Tomoyuki Maruo,"Hiroshi Kotô,Ryûsui Morita",
[Film10028],Body Melt,22455,/3DhwXNsZ5X66aQi9VnJMPn1Xcsl.jpg,1994-10-28,81,"Comedy,Horror,Science Fiction",en,"Gerard Kennedy,Andrew Daddo,Ian Smith,Regina Caigalas,Vincent Gil",Philip Brophy,"Daniel Scharf,Rod Bishop",,Philip Brophy,Bill Murphy,Ray Argall,Philip Brophy,Peta Lawson,Maria Kozic,Anna Borghesi,Paul Pattison
[Film10041],Breakdown,2163,/h6POHvMnoqBVpAFQXCMBoTjru9.jpg,1997-05-02,95,"Crime,Drama,Mystery,Thriller",en,"Kurt Russell,J. T. Walsh,Kathleen Quinlan,M.C. Gainey,Jack Noseworthy",Jonathan Mostow,"Dino De Laurentiis,Martha De Laurentiis",,,"Kevin Stitt,Derek Brechin",Douglas Milsome,Basil Poledouris,Lee Maymen,Victoria Paul,Terry Dresbach,Tom Hoerber
[Film10044],Mary Shelley's Frankenstein,3036,/cUeouwPcf6yIS3Um3X2oPyjtIea.jpg,1994-11-04,123,"Drama,Horror,Science Fiction,Romance",en,"Robert De Niro,Kenneth Branagh,Tom Hulce,Helena Bonham Carter,Aidan Quinn",Kenneth Branagh,"Francis Ford Coppola,James V. Hart,John Veitch","Frank Darabont,Steph Lady",,Andrew Marcus,Roger Pratt,Patrick Doyle,"John Fenner,Desmond Crowe",Tim Harvey,James Acheson,"Paul Engelen,Carol Hemming,Daniel Parker,Deborah Lanser"
[Film100465],Fe,305815,/sQ2rVXwel9lrSYfTIlICdXnfxn0.jpg,1994-01-01,67,Drama,ja,"Eiji Maruyama,Reina Oshibe,Fumiko Kawahara",Kanji Nakajima,Kanji Nakajima,,,Kanji Nakajima,"Kanji Nakajima,Kazuma Yamaoka",,,,,
[Film100480],"Chile, the Obstinate Memory",168421,/1QTRTFaByM7yMeLehjqBb7tILll.jpg,1997-02-25,59,Documentary,es,"Patricio Guzmán,Vincent Davy,José Balmes,Hortensia Allende,Pablo Perelman",Patricio Guzmán,,,,,Eric Pittard,,,,,
[Film10065],Metropolitan,15389,/852ZwTRj9tRxkGOT0Pu0Ep8yimk.jpg,1990-08-03,99,"Comedy,Drama,Romance",en,"Edward Clements,Chris Eigeman,Taylor Nichols,Carolyn Farina,Isabel Gillies",Whit Stillman,"Whit Stillman,Jose Luis García",Whit Stillman,,Christopher Tellefsen,John Thomas,"Mark Suozzo,Tom Judson",,,Mary Jane Fort,Susan Dexter
[Film1006],Charisma,72490,/vILXJXcTjBUZFsXViw2vmpxO0uv.jpg,1999-11-10,104,"Mystery,Drama,Thriller",ja,"Koji Yakusho,Hiroyuki Ikeuchi,Ren Osugi,Yoriko Douguchi,Yutaka Matsushige",Kiyoshi Kurosawa,"Satoshi Kanno,Atsuyuki Shimoda",Kiyoshi Kurosawa,Makio Ika,Jun'ichi Kikuchi,Junichiro Hayashi,,Tomoyuki Maruo,"Tsukasa Ariyoshi,Shinichi Uno,Tooru Yoshida",,Hiromitsu Yonemura
[Film10071],Barcelona,16771,/7dgX3naR9EsFMvQhwHY8My6r5FR.jpg,1994-07-29,100,"Comedy,Drama,Romance",en,"Taylor Nichols,Chris Eigeman,Tushka Bergen,Mira Sorvino,Pep Munné",Whit Stillman,Whit Stillman,,,Christopher Tellefsen,,,,José María Botines,Edi Giguere,"Pilar Gatius,Chass Llach"
[Film10081],I Still Know What You Did Last Summer,3600,/motBJIO921LFZkoGKCSbmSCVHBc.jpg,1998-11-13,100,"Horror,Mystery,Thriller",en,"Jennifer Love Hewitt,Freddie Prinze Jr.,Brandy Norwood,Mekhi Phifer,Matthew Settle",Danny Cannon,"Erik Feig,Neal H. Moritz,Stokely Chaffin,William S. Beasley",,,Peck Prior,Vernon Layton,John Frizzell,"Chas. Butcher,Scott Ritenour",Doug Kraner,Daniel J. Lester,"LaLette Littlejohn,Tammy Ashmore"
[Film10093],Deep Cover,20676,/gqGigHYIwLkeUm5cSZdgr7gth5c.jpg,1992-04-15,107,"Action,Thriller,Crime",en,"Laurence Fishburne,Jeff Goldblum,Charles Martin Smith,Victoria Dillard,Gregory Sierra",Bill Duke,"Pierre David,Henry Bean",,,John Carter,Bojan Bazelli,,Daniel Bickel,Pamela B. Warner,Arline Burks Gant,
[Film10121],Much Ado About Nothing,11971,/fA5mOQuevh4q18AAfy1xQWToVpp.jpg,1993-05-07,111,"Drama,Comedy,Romance",en,"Emma Thompson,Kenneth Branagh,Robert Sean Leonard,Kate Beckinsale,Denzel Washington",Kenneth Branagh,"Kenneth Branagh,David Parfitt,Stephen Evans",Kenneth Branagh,,Andrew Marcus,Roger Lanser,,,,,
[Film10123],Wild Things,617,/NQgGPlw05qHxLaBnqlPBiAZNzE.jpg,1998-03-20,108,"Mystery,Thriller,Drama",en,"Kevin Bacon,Matt Dillon,Neve Campbell,Denise Richards,Theresa Russell",John McNaughton,"Steven A. Jones,Rodney Liber",Stephen Peters,,Elena Maganini,Jeffrey L. Kimball,George S. Clinton,William Hiney,Edward T. McAvoy,Kimberly A. Tillman,Jay Cannistraci
[Film10139],Oh Woe Is Me,52713,/7fGwtRN1BO9fckowj3me1VJaY9u.jpg,1993-09-08,95,"Comedy,Drama",fr,"Gérard Depardieu,Laurence Masliah,Bernard Verley,Aude Amiot,Roland Blanche",Jean-Luc Godard,,Jean-Luc Godard,,Jean-Luc Godard,Caroline Champetier,,,,,
[Film1015],Tokyo Fist,41577,/k3reIR6m2SeeL9XcWloGI5huHcX.jpg,1995-10-21,87,"Romance,Action,Drama,Thriller",ja,"Shinya Tsukamoto,Kaori Fujii,Kôji Tsukamoto,Naomasa Musaka,Koichi Wajima",Shinya Tsukamoto,"Shinya Tsukamoto,Kiyo Joo",,Kenji Shibasaki,Shinya Tsukamoto,,Chū Ishikawa,Shinya Tsukamoto,,,
[Film10162],Once Were Warriors,527,/1nd4SsytVc96hy92g8NNVPD3mzf.jpg,1994-09-02,99,Drama,en,"Rena Owen,Temuera Morrison,Mamaengaroa Kerr-Bell,Julian Arahanga,Taungaroa Emile",Lee Tamahori,Robin Scholes,,Ray Beentjes,Michael Horton,Stuart Dryburgh,"Murray Grindlay,Murray McNabb",,,,"Debra East,Deirdre Haworth"
[Film1017],The Godfather: Part III,242,/gh2ShN6ku8VOT8wNyEOgZQwhNtE.jpg,1990-12-25,170,"Crime,Drama,Thriller",en,"Al Pacino,Diane Keaton,Talia Shire,Andy García,Eli Wallach",Francis Ford Coppola,"Francis Ford Coppola,Gray Frederickson,Fred Roos,Fred Fuchs,Nicholas Gage,Charles Mulvehill",,Richard Beggs,"Walter Murch,Lisa Fruchtman,Barry Malkin",Gordon Willis,Carmine Coppola,,Dean Tavoularis,Milena Canonero,"Tom Lucas,Antonio Maltempo"
[Film10189],Xiu Xiu: The Sent-Down Girl,33194,/oWqHR7SttzSIJ5g1tr4K5gORxmH.jpg,1998-02-19,99,Drama,zh,"Li Xiaolu,Lopsang,Zheng Qian,Jie Gao,Qianqian Li",Joan Chen,,Joan Chen,,Ruby Yang,"Yue Lü,Michael Chin",,Lau Sai-Wan,,,
[Film10203],Outer Space,33380,/1PXAQQ9tnBgb1qLTSHMFgn5wNXl.jpg,1992-01-01,26,"Comedy,Science Fiction",en,"Gbatokai Dakinah,Sammy Salomon,Coco C.P. Dalbert,Konrad Fields,Bob Rockwell",Morten Lindberg,,"Morten Lindberg,Per Kristensen",,Prami Larsen,Henrik Kristensen,,Per Kristensen,Per Kristensen,Maja Rasmussen,Anne Nielsen
[Film10213],Eat Drink Man Woman,10451,/gQt7pI7GzCiJr6kS8iTsMyaSgbr.jpg,1994-01-28,123,"Comedy,Drama,Romance",zh,"Lung Sihung,Yang Kuei-Mei,Wu Chien-Lien,Yu-Wen Wang,Winston Chao",Ang Lee,"Kong Hsu,Li-Kong Hsu",,,Tim Squyres,Jong Lin,Mader,,,,
[Film10222],Godzilla,929,/tqQ9Nt5C1Z5PRDPxYXQ4qwy5v5V.jpg,1998-05-20,139,"Science Fiction,Action,Thriller",en,"Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria,Kevin Dunn",Roland Emmerich,Dean Devlin,,Scott Martin Gershin,"Peter Amundson,David Siegel",Ueli Steiger,"David Arnold,Michael Lloyd","Oana Bogdan Miller,Robert Woodruff",Oliver Scholl,Joseph A. Porro,Katalin Elek
[Film10233],Queen Margot,10452,/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg,1994-05-13,138,"Drama,History,Romance",fr,"Isabelle Adjani,Daniel Auteuil,Jean-Hugues Anglade,Vincent Perez,Virna Lisi",Patrice Chéreau,Claude Berri,,,"François Gédigier,Hélène Viard",Philippe Rousselot,Goran Bregović,,"Richard Peduzzi,Olivier Radot",,
[Film1024],Army of Darkness,766,/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg,1992-10-31,81,"Fantasy,Horror,Comedy",en,"Bruce Campbell,Embeth Davidtz,Marcus Gilbert,Ian Abercrombie,Richard Grove",Sam Raimi,"Bruce Campbell,Robert Tapert",,,"Sam Raimi,Bob Murawski,Sonny Baskin",Bill Pope,"Danny Elfman,Joseph LoDuca",Aram Allan,Anthony Tremblay,Ida Gearon,"Robert Kurtzman,Gregory Nicotero,Howard Berger"
[Film1028],The English Patient,409,/yqaKkARc9Ku8mIENQt8bGVHaowJ.jpg,1996-11-05,162,"Drama,Romance,War",en,"Ralph Fiennes,Juliette Binoche,Willem Dafoe,Kristin Scott Thomas,Naveen Andrews",Anthony Minghella,"Saul Zaentz,Paul Zaentz,Steve E. Andrews",,,Walter Murch,John Seale,Gabriel Yared,Aurelio Crugnola,Stuart Craig,Ann Roth,"Alessandra Sampaolo,Fabrizio Sforza,Louise Constad,Antonio Maltempo,Giuseppe Desiato"
[Film10312],Angel Dust,616908,/76L6ayoYUsUKQe93sFkAU6UFGGt.jpg,1992-01-01,229,,en,Mike Patton,,,,,,,,,,,
[Film10313],Shark Skin Man and Peach Hip Girl,36867,/31rPJUTmffhsKmCT996kKIBflkL.jpg,1998-01-01,108,"Comedy,Action,Thriller,Mystery",ja,"Tadanobu Asano,Sie Kohinata,Ittoku Kishibe,Susumu Terajima,Kimie Shingyôji",Katsuhito Ishii,,Katsuhito Ishii,,,Hiroshi Machida,,,,,
[Film10320],Postman Blues,36221,/gJRzLtUbZdrI8O0waXLSv5kvv9.jpg,1997-08-16,110,"Crime,Drama,Comedy,Romance,Thriller",ja,"Shinichi Tsutsumi,Kyôko Tôyama,Ren Osugi,Keisuke Horibe,Hiroshi Shimizu",SABU,"Tarō Maki,Hidemi Satani,Akiko Odawara",SABU,,Shuichi Kakesu,Shûji Kuriyama,,,,,
[Film10341],The Parent Trap,9820,/a3XOGrrAjl1wwiumtACWBufg6AL.jpg,1998-07-28,128,"Comedy,Family",en,"Lindsay Lohan,Dennis Quaid,Natasha Richardson,Elaine Hendrix,Lisa Ann Walter",Nancy Meyers,Charles Shyer,,,Stephen A. Rotter,Dean Cundey,Alan Silvestri,Alex Tavoularis,Dean Tavoularis,Penny Rose,
[Film10358],The War Zone,42739,/k8ihC4NmbiIShEh2Q3ZUcHQeRQt.jpg,1999-06-11,98,Drama,en,"Ray Winstone,Tilda Swinton,Lara Belmont,Colin Farrell,Freddie Cunliffe",Tim Roth,"Dixie Linder,Sarah Radclyffe",Alexander Stuart,,Trevor Waite,Seamus McGarvey,Simon Boswell,Karen Wakefield,Michael Carlin,Mary-Jane Reyner,
[Film10384],The Comb (From the Museums of Sleep),59360,/pXd3Q5L6BOxHFtNr6ldWGxOJdD0.jpg,1991-10-11,18,Animation,en,"Joy Constaninides,Witold Schejbal","Stephen Quay,Timothy Quay","Keith Griffiths,Weiser Quay","Stephen Quay,Timothy Quay",,,,,,,,
[Film1040],The Blair Witch Project,2667,/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,1999-07-14,81,"Horror,Mystery",en,"Heather Donahue,Michael C. Williams,Joshua Leonard","Daniel Myrick,Eduardo Sánchez","Robin Cowie,Gregg Hale","Daniel Myrick,Eduardo Sánchez",,"Daniel Myrick,Eduardo Sánchez",Neal Fredericks,Tony Cora,Ricardo Moreno,Ben Rock,,
[Film10414],The Dark Tower,126215,/x03f5ZRe563wy43rGGTFoJzEE7c.jpg,1999-01-01,3,,en,,Stan Brakhage,,,,,,,,,,
[Film1042],The Fifth Element,18,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,1997-05-02,126,"Adventure,Fantasy,Action,Thriller,Science Fiction",en,"Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,Chris Tucker",Luc Besson,Patrice Ledoux,,"Mark A. Mangini,John P. Fasal,John Pospisil",Sylvie Landra,Thierry Arbogast,Éric Serra,"Ira Gilford,Ron Gress,Michael Lamont,Jim Morahan,Kevin Phipps",Dan Weil,Jean Paul Gaultier,"Amanda Knight,Pauline Heys,Melissa Lackersteen"
[Film104396],The Last Real Men,56489,,1995-10-03,60,Documentary,de,,Ulrich Seidl,Erich Lackner,Ulrich Seidl,,Peter Zeitlinger,Peter Zeitlinger,,,,,
[Film104833],Metal and Melancholy,216095,/9aXmoAr8jhI7J7n0eTjxQCfzmkz.jpg,1994-03-31,80,Documentary,nl,Jorge Rodríguez Paz,Heddy Honigmann,,"Peter Delpeut,Heddy Honigmann",,,,,,,,
[Film10484],Hell,11569,/8hC5pP1IgohF5tuKx5fLxJZxM9J.jpg,1992-09-11,93,Horror,en,"Terry Farrell,Doug Bradley,Kevin Bernhardt,Ken Carpenter,Paula Marshall",Anthony Hickox,Lawrence Mortorff,,Tim Gedemer,James D.R. Hickox,Gerry Lively,Randy Miller,Tim Eckel,Steve Hardie,Leonard Pollack,"Doug Bradley,Mark Coulier"
[Film10485],The Second Circle,145147,/A5TOMVsom8zExaCV6dDr7XMlIZq.jpg,1990-09-11,86,Drama,ru,Pyotr Aleksandrov,Aleksandr Sokurov,,Yuriy Arabov,,Raisa Lisova,Alexandr Burov,,,Vladimir Solovyov,Natalya Zamakhina,Zhanna Rodionova
[Film1054],Ed Wood,522,/A5NCOebgzXe0jPzh0mbXRWLZNr5.jpg,1994-09-27,127,"Comedy,Drama,History",en,"Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,Jeffrey Jones",Tim Burton,"Tim Burton,Denise Di Novi,Michael Flynn",,,Chris Lebenzon,Stefan Czapsky,Howard Shore,Okowita,Tom Duffield,Colleen Atwood,"Ve Neill,Jim Leonard,Matt Rose,Carrie Angland"
[Film10595],American Me,13199,/eeoK2gRfAxZyYn9SiBgAlzfTiBI.jpg,1992-03-13,125,"Crime,Drama",en,"Edward James Olmos,William Forsythe,Pepe Serna,Panchito Gómez,Steve Wilcox",Edward James Olmos,"Edward James Olmos,Sean Daniel,Robert M. Young",,,"Arthur Coburn,Richard Candib",Reynaldo Villalobos,"Claude Gaudette,Dennis Lambert",Richard Toyon,Joe Aubel,Sylvia Vega-Vasquez,David Abbott
[Film106052],The Gaze,,,,,,,,,,,,,,,,,,
[Film10639],Of Mice and Men,9609,/suX9HIS22oJf0qoZV7DUvDWtWnV.jpg,1992-09-16,110,Drama,en,"John Malkovich,Gary Sinise,Ray Walston,Casey Siemaszko,Sherilyn Fenn",Gary Sinise,"Gary Sinise,Russell Smith",,,Robert L. Sinise,Kenneth MacMillan,Mark Isham,Dan Davis,,,Bonita DeHaven
[Film106857],Black Harvest,78435,/dROyL7RDLihKDFM4yHtfGoJ7buQ.jpg,1992-04-04,90,Documentary,en,,"Robin Anderson,Bob Connolly",,,,,,,,,,
[Film10701],Edward II,43654,/sB3ktIeyCoudoRMJgzo9goA9k1v.jpg,1991-09-03,90,"History,Romance,Drama",en,"Steven Waddington,Andrew Tiernan,Tilda Swinton,Nigel Terry,John Lynch",Derek Jarman,"Steve Clark-Hall,Antony Root",,,George Akers,Ian Wilson,Simon Fisher-Turner,Ricky Eyres,,,
[Film107328],Siddheshwari,128772,/tvvESCCmUXCgBS2CmSH4h7mbiSC.jpg,1990-02-15,92,Documentary,hi,"Malviya,Muhar Biswas,Pandit Narayan Misra,Shravani Mukherjee",Mani Kaul,,Mani Kaul,,,,,,,,
[Film10753],My Cousin Vinny,10377,/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,1992-03-13,120,Comedy,en,"Joe Pesci,Ralph Macchio,Marisa Tomei,Mitchell Whitfield,Fred Gwynne",Jonathan Lynn,"Dale Launer,Paul Schiff",,,"Stephen E. Rivkin,Tony Lombardo",Peter Deming,Randy Edelman,"Michael Rizzo,Rando Schmook",Victoria Paul,Carol Wood,James Sarzotti
[Film10781],Career Girls,49462,/lm8e0VH9XxP7eiaqA1bQNK9PNvM.jpg,1997-06-01,83,Drama,en,"Katrin Cartlidge,Lynda Steadman,Mark Benton,Kate Byers,Andy Serkis",Mike Leigh,Simon Channing Williams,Mike Leigh,,Robin Sales,Dick Pope,"Marianne Jean-Baptiste,Tony Remy",Helen Scott,Eve Stewart,,
[Film108255],The Spider,171204,/A9dn4TdRH3zYwv4NXUXKl0eLr2j.jpg,1992-04-17,98,"Drama,Horror",lv,"Aurelija Anuzhite,Mirdza Martinsone,Liubomiras Laucevicius,Saulius Balandis",Vasilijs Mass,,Vladimirs Kaijaks,,,Gvido Skulte,,,,Večella Varslavāne,
[Film10831],Wishmaster,10351,/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg,1997-09-19,90,"Horror,Science Fiction",en,"Angus Scrimm,Andrew Divoff,Tammy Lauren,Robert Englund,Ari Barak",Robert Kurtzman,"Clark Peterson,Pierre David,Noël A. Zanitsch",,,David Handman,Jacques Haitkin,Harry Manfredini,,"Deborah Raymond,Dorian Vernacchio",Karyn Wagner,Melanie Tooker
[Film109171],Tito Among the Serbs for the Second Time,315617,,1993-05-25,50,Documentary,sr,"Dragoljub Ljubičić 'Mićko',Milan Pavlović",Želimir Žilnik,,Želimir Žilnik,,,Miodrag Milošević,,,,,
[Film1091],The Muppet Christmas Carol,10437,/ssrV29QSVVJuemBHho0Qx7pFYak.jpg,1992-12-10,85,"Music,Comedy,Family,Fantasy,Drama",en,"Michael Caine,Dave Goelz,Steve Whitmire,Jerry Nelson,Frank Oz",Brian Henson,"Martin G. Baker,Brian Henson",,,Michael Jablow,John Fenner,"Paul Williams,Miles Goodman",Dennis Bosher,Val Strazovec,"Ann Hollowood,Polly Smith","Eric Allwright,Sian Grigg"
[Film10942],The Mangler,13559,/iVHjcXtC4LAMsxRu2nA7pJeap4I.jpg,1995-03-03,106,"Drama,Horror,Science Fiction",en,"Ted Levine,Robert Englund,Daniel Matmor,Vanessa Pike,Jeremy Crutchley",Tobe Hooper,Anant Singh,,,David Heitner,Amnon Salomon,,Zack Grobler,David Barkham,Moira Anne Meyer,
[Film110274],Iran Is My Land,333297,/nPWgmCExdDsI7qpe5s2TUshUFP9.jpg,1999-01-02,90,"History,Drama",fa,"Behzad Khodaveisi,Saeed Poursamimi,Parviz Shahinkhou,Mehdi Faghih",Parviz Kimiavi,,Parviz Kimiavi,,,,,,,,
[Film11077],Blue Steel,9491,/8TeE9DUYscRXptf7yAEDgjocqX6.jpg,1990-03-16,98,Thriller,en,"Jamie Lee Curtis,Ron Silver,Clancy Brown,Elizabeth Peña,Louise Fletcher",Kathryn Bigelow,"Oliver Stone,Edward R. Pressman",,,Lee Percy,Amir Mokri,Brad Fiedel,,Toby Corbett,,
[Film11090],The Englishman Who Went Up a Hill But Came Down a Mountain,10612,/dnatrgiXFf6BLfb2IKHVmg9tCi7.jpg,1995-05-12,91,"Drama,Comedy,Romance",en,"Hugh Grant,Tara Fitzgerald,Colm Meaney,Ian McNeice,Ian Hart",Christopher Monger,"Sarah Curtis,Paul Sarony,Scott Maitland",,,David Martin,Vernon Layton,Stephen Endelman,Chris Lowe,Charles Garrad,Janty Yates,Joceline Andrews
[Film11134],Insomnia,26610,/k0inzQmt7kATmAGns0wdfjiFxSu.jpg,1997-03-14,96,"Crime,Thriller,Mystery",no,"Stellan Skarsgård,Maria Mathiesen,Sverre Anker Ousdal,Gisken Armand,Kristian Figenschow",Erik Skjoldbjærg,"Petter J. Borgli,Tomas Backström,Tom Remlov",,Randall Meyers,Håkon Øverås,Erling Thurmann-Andersen,Geir Jenssen,,Eli Bø,Runa Fønne,Veslemøy Fosse Ree
[Film111864],Variations,416851,/rWxTrYAihrEfpv0lyPPWbNwAr4N.jpg,1998-10-10,24,Drama,en,,Nathaniel Dorsky,,,,,,,,,,
[Film111878],The Snowman,451703,/9u4b2eFKr4DAzE5fRziVXocvecz.jpg,1995-01-01,8,Fantasy,en,,Phil Solomon,,,,,,,,,,
[Film111880],Elementary Phrases,255260,/krDVphjS4hsPyVxIuJR7NtuofV7.jpg,1994-01-01,38,,en,,"Stan Brakhage,Phil Solomon",,,,,,,,,,
[Film111],The Shawshank Redemption,278,/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,1994-09-23,142,"Drama,Crime",en,"Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Clancy Brown",Frank Darabont,Niki Marvin,Frank Darabont,,Richard Francis-Bruce,Roger Deakins,Thomas Newman,Peter Landsdown Smith,Terence Marsh,Elizabeth McBride,"Monty Westmore,Kevin Haney"
[Film112323],Young Soul Rebels,31785,/3mYxQKkZnKf1sFkPylRO4iDDL6J.jpg,1991-08-09,105,"Drama,Mystery,Music",en,"Valentine Nonyela,Sophie Okonedo,Jason Durr,Frances Barber,Mo Sesay",Isaac Julien,Nadine Marsh-Edwards,"Isaac Julien,Paul Hallam,Derrick Saldaan McClintock",,John Wilson,Nina Kellgren,Simon Boswell,Debra Overton,Derek Brown,,
[Film11266],Whispering Pages,155052,/rDhIod9kaMKmDtHumpUVcgPvkV7.jpg,1994-02-11,77,Drama,ru,"Aleksandr Cherednik,Sergey Barkovsky,Yelizaveta Korolyova,Galina Nikulina,Olga Onishchenko",Aleksandr Sokurov,"Thomas Kufus,Martin Hagemann,Vladimir Fotiyev",,Vladimir Persov,Leda Semyonova,Alexandr Burov,,,Vera Zelinskaya,,
[Film1154],Starship Troopers,563,/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg,1997-11-07,129,"Adventure,Action,Thriller,Science Fiction",en,"Casper Van Dien,Dina Meyer,Denise Richards,Jake Busey,Neil Patrick Harris",Paul Verhoeven,"Alan Marshall,Jon Davison",,"Harry Cohen,Randy Thom,Stephen Hunter Flick,John Pospisil","Mark Goldblatt,Caroline Ross",Jost Vacano,Basil Poledouris,"Bruce Robert Hill,Steven Wolff",Allan Cameron,Ellen Mirojnick,Bill Myer
[Film11569],Drop Dead Fred,10379,/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg,1991-04-19,103,"Comedy,Fantasy,Family",en,"Phoebe Cates,Rik Mayall,Marsha Mason,Tim Matheson,Carrie Fisher",Ate de Jong,Paul Webster,,,Marshall Harvey,Peter Deming,Randy Edelman,Rando Schmook,Joseph T. Garrity,Carol Wood,Richard Blair
[Film11585],The Hunchback of Notre Dame,10545,/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg,1996-06-21,91,"Drama,Animation,Family",en,"Tom Hulce,Demi Moore,Heidi Mollenhauer,Tony Jay,Kevin Kline","Gary Trousdale,Kirk Wise",Don Hahn,,,Ellen Keneshea,,,David Goetz,,,
[Film115],Trainspotting,627,/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg,1996-02-23,94,"Drama,Crime",en,"Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Robert Carlyle,Kelly Macdonald",Danny Boyle,Andrew Macdonald,,,Masahiro Hirakubo,Brian Tufano,,Tracey Gallacher,Kave Quinn,Rachael Fleming,Robert McCann
[Film11642],Oriental Elegy,114006,/e7d8ZnKvpKu7Dkv9BfTfpARj1RC.jpg,1996-01-01,43,Drama,ru,Aleksandr Sokurov,Aleksandr Sokurov,,Aleksandr Sokurov,,,Alexey Fedorov,,,Vera Zelinskaya,,
[Film116919],"Fast Trip, Long Drop",270164,/1x4kC7bWPrxe36HB8mPii8Mb0C6.jpg,1994-01-01,54,Documentary,en,Gregg Bordowitz,Gregg Bordowitz,Gregg Bordowitz,Gregg Bordowitz,,,,,,,,
[Film11694],Raising Cain,13937,/d3cVJ8Pl0qpNpa94QuMSiPGGI2u.jpg,1992-08-07,92,"Horror,Drama,Thriller,Crime",en,"John Lithgow,Lolita Davidovich,Steven Bauer,Frances Sternhagen,Gregg Henry",Brian De Palma,Gale Anne Hurd,,,"Robert Dalva,Paul Hirsch,Bonnie Koehler",Stephen H. Burum,Pino Donaggio,Mark Billerman,Doug Kraner,Bobbie Read,
[Film117512],Zero Patience,85118,/h9cppWAyZwkswIrjM30XaY1Lusi.jpg,1993-09-10,100,"Fantasy,Drama,Science Fiction,Music",en,"John Robinson,Norman Fauteux,Dianne Heatherington,Richardo Keens-Douglas,Charlotte Boisjoli",John Greyson,,John Greyson,,,,,,,,
[Film11761],He Got Game,9469,/kd8hRaysUQOz7AvSorZDJHuihcJ.jpg,1998-05-01,136,Drama,en,"Denzel Washington,Ray Allen,Rosario Dawson,Milla Jovovich,Hill Harper",Spike Lee,"Jon Kilik,Spike Lee",,,Barry Alexander Brown,"Ellen Kuras,Malik Hassan Sayeed",,David Stein,Wynn Thomas,Sandra Hernandez,
[Film1177],The Boondock Saints,8374,/gj3V39yiGPH1FAylXxzzVneflxA.jpg,1999-01-22,108,"Action,Thriller,Crime",en,"Willem Dafoe,Sean Patrick Flanery,Norman Reedus,David Della Rocco,Billy Connolly",Troy Duffy,"Elie Samaha,Lloyd Segan,Chris Brinker,Robert N. Fried",Troy Duffy,,Bill DeRonde,Adam Kane,Jeff Danna,Craig Lathrop,Robert de Vico,Mary E. McLeod,
[Film11784],"The Tree, the Mayor and the Mediatheque",134463,/roGLahpgFtg6MYNtgdCXNgEE511.jpg,1993-02-10,105,Comedy,fr,"Pascal Greggory,Arielle Dombasle,Fabrice Luchini,Clémentine Amouroux,François-Marie Banier",Éric Rohmer,Françoise Etchegaray,,,Mary Stephen,Diane Baratier,Sébastien Erms,,,,
[Film1179],eXistenZ,1946,/kETKF0JhdTPn1knci8CAdYL0d79.jpg,1999-04-14,97,"Action,Thriller,Science Fiction,Horror",en,"Jennifer Jason Leigh,Jude Law,Ian Holm,Willem Dafoe,Don McKellar",David Cronenberg,"David Cronenberg,András Hámori,Robert Lantos",,,Ronald Sanders,Peter Suschitzky,Howard Shore,Tamara Deverell,Carol Spier,Denise Cronenberg,"Shonagh Jabour,Micheline Trépanier"
[Film11889],Tarzan,37135,/a0Syo09bmNJgehjfeVL6meR9Mjh.jpg,1999-06-18,88,"Family,Adventure,Animation,Drama",en,"Tony Goldwyn,Minnie Driver,Glenn Close,Alex D. Linz,Rosie O'Donnell","Kevin Lima,Chris Buck",Bonnie Arnold,,"Scott Martin Gershin,Peter Michael Sullivan",,,Mark Mancina,Dan St. Pierre,,,
[Film11891],Beloved/Friend,80471,/yvIOKJYryk5KXIZzHt28dYDcuqQ.jpg,1999-01-29,87,Drama,ca,"Josep Maria Pou,Rosa María Sardà,Mario Gas,David Selvas,Irene Montalà",Ventura Pons,,Josep Maria Benet i Jornet,,,,,,,,
